id,name,rank,group,first_date,last_date
B649,"Meads, Norm",Sgt,Grp 56 - Interdiction,2012-01-04,2017-03-27
C188,"Muir, Donald",Sgt,RATT Squad 2,2012-01-04,2012-12-18
C325,"Weeks, Donald",Sgt,RATT Squad 2,2013-07-16,2013-07-23
C384,"Hatcher, Calloway",Det,Watch Center,2015-08-04,2017-11-27
C415,"Wagner, Edward",Det,Operations 1,2015-08-04,2015-12-22
C489,"Fields, Dale",Det,RATT Squad 2,2012-01-04,2012-03-04
C829,"Denford, William",Det,Grp 57 - DEA SIG,2012-01-04,2012-12-18
C844,"Martin, Stephen",Det,RATT Squad 2,2012-01-04,2012-12-18
C937,"Geiselman, Elizabeth",Det,Gun Trace Task Force-Sq 1,2012-01-04,2012-03-26
D135,"Burkett, Michael",Det,Grp 56 - Interdiction,2012-01-04,2017-09-06
D135,"Burkett, Michael",Det,Gun Registry - loc. 295,2017-09-13,2017-11-27
D311,"Gilden, John",Det,Asset Forfeiture Unit,2012-01-04,2017-05-01
D432,"Hensley, Gerald",Det,FBI Safe Streets,2016-03-10,2017-06-08
D432,"Hensley, Gerald",Det,FBI Safe Streets \ Gangs,2017-06-12,2017-11-27
D432,"Hensley, Gerald",Det,Major Case Squad 2,2013-10-21,2014-11-06
D432,"Hensley, Gerald",Det,SW1,2015-01-11,2015-05-20
D432,"Hensley, Gerald",Det,Wire,2015-05-28,2015-08-06
D432,"Hensley, Gerald",Det,WS5 (O),2012-01-04,2012-12-18
D432,"Hensley, Gerald",P/O,City Wide Intel,2013-02-20,2013-07-23
D432,"Hensley, Gerald",P/O,P/O,2013-04-15,2013-06-06
D432,"Hensley, Gerald",P/O,WS5,2013-07-24,2013-10-14
D439,"Osborne, Darryl",Det,RATT Squad 2,2012-01-04,2012-12-18
D487,"Wallner, Robert",Det,Fugitive,2015-08-04,2017-05-15
D487,"Wallner, Robert",Det,Fugitive Detailed to Colonel,2015-09-21,2016-01-27
D646,"Wilson, Ronald",Det,RATT Squad 1,2012-01-04,2017-05-15
D693,"Prescott, Lisa",Det,Balto. City Investigators,2012-01-04,2012-12-18
D733,"Adkins, Allen",Sgt,(Safe Streets to Retiring),2015-08-05,2015-09-15
D740,"Pratt, Michael",Det,ATF Group 3,2015-08-24,2017-11-27
D740,"Pratt, Michael",Det,ATG Group 3,2015-08-04,2015-08-20
D740,"Pratt, Michael",Det,Violent Crime Impact Team,2012-01-04,2012-12-18
D764,"Devine, Timothy",Lt,Cease Fire,2015-07-13,2016-12-10
D764,"Devine, Timothy",Lt,ED / NW Zones,2017-01-06,2017-03-02
D764,"Devine, Timothy",Lt,Investigations / Intel / H&S,2013-07-16,2013-08-02
D764,"Devine, Timothy",Lt,NWD ZONES,2012-01-04,2012-12-18
D764,"Devine, Timothy",Lt,SES - A,2015-05-28,2015-06-29
D764,"Devine, Timothy",Lt,SWD,2015-01-16,2015-05-20
D770,"Furlong, William",Lt,ComStat / AFU / H&S,2017-04-03,2017-11-27
D770,"Furlong, William",Lt,ComStat / Intel / Comm Investigations / H&S,2013-10-21,2017-03-27
D770,"Furlong, William",Lt,Detailed Out,NA,NA
D770,"Furlong, William",Lt,H&S,2012-01-04,2012-12-18
D770,"Furlong, William",Lt,Investigations / Intel / Covert Tech / H&S,2013-08-27,2013-10-14
D770,"Furlong, William",Lt,Investigations / Intel / H&S,2013-07-16,2013-08-21
D770,"Furlong, William",Lt,Investigations/VRO/Covert Supp,2014-05-30,2014-05-30
D807,"Dobbins, Wanda",Det,Administrative Support,2012-07-02,2012-12-18
D807,"Dobbins, Wanda",Det,CI Info / 666-DRUG,2012-01-04,2012-06-18
D807,"Dobbins, Wanda",Det,Sgt,2012-06-26,2012-06-26
D816,"Watkins, Charlene",Det,City Yard,2012-01-04,2017-05-15
D837,"Haskins, Donald",Det,Gun Trace Task Force-Sq 1,2012-01-04,2012-03-26
D840,"Hartman, Craig",Lt,RATT / ATF / VCIT,2012-01-04,2012-02-03
D840,"Hartman, Craig",Lt,RATT / ATF/DISARM,2012-02-09,2012-12-18
D840,"Hartman, Craig",Lt,RATT / AUTO CRIMES,2013-07-16,2016-03-10
D850,"Madigan, John",Det,Command Investigations,2015-08-19,2015-09-30
D850,"Madigan, John",Det,Command Investigations / Payroll,2015-10-01,2016-01-27
D850,"Madigan, John",Det,Crime Analysis/Intel/Comm Investigations,2015-08-04,2015-08-06
D850,"Madigan, John",Det,General,2016-01-29,2017-05-08
D869,"Hester, Glenn",Det,Grp 34 - Diversion,2016-03-09,2017-11-27
D869,"Hester, Glenn",Det,Grp 59 - Diversion,2012-01-04,2016-02-25
D898,"Smith, Christopher",Det,RATT Squad 2,2015-08-04,2016-05-31
D907,"Quinter, Stacy",Det,Gun Registry,2012-01-04,2016-08-04
D971,"Calpin, John",Det,U/C Squad (V),2013-08-02,2013-08-02
E038,"Paul, Thomas",Det,RATT Squad 1,2012-01-04,2017-05-15
E041,"Baskette, Kevin",Det,Admin/ComStat/CA/Intel,2013-07-16,2013-10-14
E041,"Baskette, Kevin",Det,Administrative Support,2012-07-02,2012-12-18
E041,"Baskette, Kevin",Det,ComStat / CA / H&S / CI's,2013-10-21,2015-06-02
E041,"Baskette, Kevin",Det,Detailed Out,2015-08-04,2015-08-04
E041,"Baskette, Kevin",Det,Sgt,2012-01-04,2012-06-26
E104,"Smith, Thomas",Sgt,Grp 57 - DEA SIG,2012-01-04,2016-07-25
E106,"Gerber, Scott",Sgt,Fugitive Detailed to Colonel,2015-10-01,2015-10-01
E106,"Gerber, Scott",Sgt,Juvenile,2015-08-04,2017-01-06
E130,"Matulonis, Brian",Lt,(Gangs to SAO),2015-10-01,2016-01-05
E130,"Matulonis, Brian",Lt,Detailed Out,2016-01-27,2017-03-07
E147,"Hennlein, Michael",Sgt,Homicide,2015-08-04,2017-05-15
E218,"Siegmund, Leo",Det,CI Coordinator,2017-09-13,2017-11-27
E218,"Siegmund, Leo",Det,ComStat / CA / H&S / CI's,2013-10-21,2017-09-06
E218,"Siegmund, Leo",Det,Sgt,2015-08-04,2015-10-01
E218,"Siegmund, Leo",Det,WS4 (N),2012-01-04,2012-12-18
E218,"Siegmund, Leo",P/O,WS4,2013-03-08,2013-10-14
E218,"Siegmund, Leo",P/O,WS4 (N),2013-02-20,2013-03-05
E224,"Clasing, David",Det,Grp 56 - Interdiction,2012-01-04,2017-11-27
E270,"Hartsock, Gary",Det,Asset Forfeiture Unit,2012-01-04,2012-12-18
E305,"Guzman, Michael",Sgt,WS1,2012-01-04,2013-12-17
E318,"Gray, Edward",Det,Asset Forfeiture Unit,2012-01-04,2015-09-15
E339,"Johnson, Michael",Sgt,ATF DISARM,2012-01-04,2017-04-18
E359,"Greene, Gregory",Det,Fugitive,2015-08-04,2015-09-16
E359,"Greene, Gregory",Det,Fugitive Detailed to Colonel,2015-09-21,2016-01-27
E379,"Emich, Chris",Sgt,Admin/ComStat/CA/Intel,2013-07-16,2013-10-14
E379,"Emich, Chris",Sgt,ComStat / CA / H&S / CI's,2013-10-21,2016-02-04
E379,"Emich, Chris",Sgt,Crime Analysis/ComStat/Intel,2012-01-04,2012-12-18
E379,"Sgt Emich, Chris",SIC,CI / Intel / Comm Investigations / H&S,2015-05-19,2015-05-20
E379,"Sgt Emich, Chris",SIC,ComStat / Intel / Comm Investigations / H&S,2015-03-25,2015-08-04
E379,"SIC Emich, Chris",Lt,ComStat / Intel / Comm Investigations / H&S,2015-08-05,2015-10-01
E394,"McClaskey, George",Sgt,Tech,2015-08-04,2015-08-06
E406,"Glenn, Michael",Det,ATF DISARM,2012-01-04,2016-03-09
E415,"Button, Bruce",Det,Balto. City Investigators,2012-01-04,2013-07-23
E428,"Yamin, Gary",Sgt,Cyber Crimes Unit,2017-01-06,2017-06-08
E428,"Yamin, Gary",Sgt,Terminal Leave,2017-07-12,2017-09-19
E428,"Yamin, Lewis",Sgt,Cyber Crimes,2015-08-04,2015-09-23
E440,"Allen, Edgar",Det,ATF DISARM,2012-01-04,2017-05-08
E450,"Harris, William",Sgt,Administrative Support,2012-07-02,2012-12-18
E483,"Dixon, Duane",Det,Felony/Robbery,2015-08-04,2017-05-15
E549,"Danzy, Danny",Det,Domestic,2015-08-04,2016-08-31
E549,"Danzy, Danny",Det,General,2016-09-01,2017-05-08
E573,"Pinto, Edward",Det,Cease Fire 2,2015-10-05,2016-12-10
E573,"Pinto, Edward",Det,NW 2,2017-01-06,2017-03-02
E573,"Pinto, Edward",Det,SES 3,2015-05-28,2015-10-01
E573,"Pinto, Edward",Det,SW3,2015-01-11,2015-05-20
E573,"Pinto, Edward",Det,WS1,2014-06-12,2014-06-16
E573,"Pinto, Edward",Det,WS4,2013-10-21,2014-11-06
E573,"Pinto, Edward",P/O,Squad A,2013-07-16,2013-10-14
E617,"Notargiacomo, Mario",Det,Tech,2015-08-04,2015-08-06
E617,"Notargiacomo, Mario",Det,Tech Unit,2017-01-06,2017-09-06
E624,"Parker, Reggie",Det,NE1,2012-01-04,2012-12-18
E624,"Parker, Reggie",P/O,NE1,2013-02-20,2013-06-06
E626,"Salefski, Daniel",Sgt,ES2,2013-03-08,2013-09-10
E626,"Salefski, Daniel",Sgt,ES2 (K),2012-01-04,2013-03-05
E626,"Salefski, Daniel",Sgt,Squad B,2013-09-20,2013-10-14
E654,"Brown, Nicole",Det,Command Investigations,2012-06-26,2012-10-01
E654,"Brown, Nicole",Det,Command Investigations/Insp,2012-10-02,2012-10-15
E654,"Brown, Nicole",Det,Integrity Control/Command Investigations,2012-01-04,2012-06-18
E673,"Knoerlein, William",Sgt,ATF Group 3,2015-08-24,2017-11-27
E673,"Knoerlein, William",Sgt,ATG Group 3,2015-08-04,2015-08-20
E673,"Knoerlein, William",Sgt,Violent Crime Impact Team,2012-02-09,2012-12-18
E673,"Knoerlein, William",Sgt,VRO Squad-West,2012-01-04,2012-02-03
E681,"Jennings, Corey",Det,NE1,2012-04-11,2012-12-18
E681,"Jennings, Corey",P/O,NE1,2013-02-20,2013-06-06
E684,"Baier, Michael",Det,FBI Safe Streets,2015-08-04,2015-09-25
E703,"Williams, Earl",Sgt,Grp 51 - Violent Traffickers,2015-08-04,2017-06-12
E703,"Williams, Earl",Sgt,Grp 54,2012-01-04,2012-12-18
E703,"Williams, Earl",Sgt,Grp 56 - Interdiction,2017-07-12,2017-11-27
E710,"Taylor, John",Sgt,Asset Forfeiture Unit,2012-01-04,2017-11-27
E732,"Passamichalis,",Det,Grp 56 - Interdiction,2012-01-04,2012-12-18
E745,"Moore, Thomas",Det,Juvenile,2015-08-04,2017-05-15
E751,"Knight, David",Det,U/C Squad (V),2013-08-02,2013-08-02
E760,"Jendrek, John",Det,Grp 57 - DEA SIG,2015-08-04,2017-11-27
E766,"Dressel, Michael",Det,ATT,2015-08-04,2017-05-15
E774,"Jerscheid, Michael",Det,RATT Squad 2,2012-01-04,2016-07-25
E788,"Jones, Eyvette",Det,Domestic,2015-08-19,2015-08-25
E788,"Jones, Eyvette",Det,Fugitive,2015-09-15,2015-09-16
E788,"Jones, Eyvette",Det,General,2016-07-19,2017-05-08
E812,"Jones, Shelton",Det,Vice A - Club Enforcement,2013-08-02,2013-08-02
E831,"Manns, Karen",P/O,Admin/ComStat/CA/Intel,2013-07-16,2013-10-14
E874,"Ellison, Tony",Sgt,City Yard,2015-09-15,2017-03-07
E874,"Ellison, Tony",Sgt,ES1,2013-10-21,2014-09-23
E874,"Ellison, Tony",Sgt,ES6,2013-02-20,2013-10-14
E874,"Ellison, Tony",Sgt,ES6 (H),2012-07-09,2012-12-18
E874,"Ellison, Tony",Sgt,RATT Squad 1,2017-03-16,2017-05-15
E874,"Ellison, Tony",Sgt,RATT Squad 2,2015-10-01,2015-10-01
E874,"Ellison, Tony",Sgt,SES 2,2015-05-28,2015-09-21
E874,"Ellison, Tony",Sgt,SW2,2015-01-11,2015-05-20
E874,"Ellison, Tony",Sgt,WS3,2014-10-07,2014-11-06
E881,"Leake, Nicole",Det,RATT Squad 1,2015-08-04,2017-05-15
E889,"Allen, Rodney",Det,Gun Registry,2012-01-04,2012-03-26
E895,"Fries, Michael",Lt,ATT / FBI Safe Streets,2016-03-29,2016-03-29
E895,"Fries, Michael",Lt,ATT / VRO,2015-08-04,2016-01-05
E895,"Fries, Michael",Lt,ATT / VRO / FBI Safe Streets,2016-01-27,2016-11-28
E895,"Fries, Michael",Lt,VRO SQUADS,2012-01-04,2012-02-03
E895,"Fries, Michael",Lt,VRO/UC/VCIT,2012-02-09,2012-12-18
E895,"Fries, Michael",Lt,WATF / E&A,2016-12-10,2017-05-15
E911,"Rhoden, James",Sgt,Command Investigations,2012-06-26,2012-10-01
E911,"Rhoden, James",Sgt,Command Investigations/Insp,2012-10-02,2012-12-18
E911,"Rhoden, James",Sgt,Integrity Control/Command Investigations,2012-01-04,2012-06-18
E924,"Ellis, Lavern",Sgt,Command Investigations,NA,NA
E924,"Ellis, Lavern",Sgt,Command Investigations / Payroll,2015-10-01,2016-01-27
E924,"Ellis, Laverne",Sgt,Command Investigations,2013-07-16,2013-09-10
E941,"Esworthy, Lee",Det,RATT Squad 2,2012-01-04,2012-12-18
E945,"Geho, Tracy",Lt,ED ZONES,2012-01-04,2012-02-09
E945,"Geho, Tracy",Lt,NED ZONES,2012-01-04,2012-12-04
E945,"Geho, Tracy",Lt,SE / ED Initiative,2013-07-16,2013-09-27
E952,"Moore, Bryant",Lt,HIDTA GROUPS,2012-01-04,2017-11-27
E954,"Furman, Leo",Sgt,ICE / JTTF,2017-01-06,2017-11-27
E954,"Furman, Leo",Sgt,ICE / JTTF/OPS,2015-08-04,2016-01-05
E968,"Williams, Craig",Det,Shooting,2015-08-04,2017-05-15
E971,"MacDonald, William",Sgt,Watch Center,2015-08-04,2017-11-27
E973,"Bristol, William",Sgt,Grp 51 - Violent Traffickers,2012-01-04,2012-12-18
E973,"Bristol, William",Sgt,Grp 54,2015-08-04,2017-11-27
E987,"Gladstone, Keith",Sgt,Cease Fire 1,2014-05-30,2016-12-10
E987,"Gladstone, Keith",Sgt,NW1,2017-01-06,2017-03-02
E987,"Gladstone, Keith",Sgt,WS1,2014-01-07,2014-05-27
E995,"Wilhelm, Michael",Sgt,Gun Registry,2012-01-04,2017-04-18
E995,"Wilhelm, Michael",Sgt,Gun Registry - loc. 295,2017-05-01,2017-09-19
F019,"Geddis, Eric",Det,RATT Squad 1,2012-01-04,2013-07-23
F020,"Eldridge, Manuel",Det,Watch Center,2015-08-04,2015-08-06
F046,"Lansey, Anthony",Det,Homicide,2015-08-04,2017-05-15
F055,"Keene, Garrett",Det,Crime Analysis/ComStat/Intel,2012-01-04,2012-11-28
F060,"McDermott, David",Det,Gun Registry,2015-08-04,2016-02-09
F061,"Williams, Andrew",Det,Detailed Out Pending Transfer 11/29,2012-11-25,2012-11-28
F068,"Schmidt, Charles",Sgt,ES5,2013-02-20,2013-10-14
F068,"Schmidt, Charles",Sgt,ES5 (I),2012-02-13,2012-12-18
F068,"Schmidt, Charles",Sgt,ES9 (I),2012-01-04,2012-02-09
F068,"Schmidt, Charles",Sgt,Major Case Squad 2,2013-10-21,2014-11-06
F068,"Schmidt, Charles",Sgt,SW1,2015-01-11,2015-01-28
F068,"Schmidt, Charles",SIC,Major Case Squads,2014-10-07,2014-11-06
F068,"Schmidt, Charles Jr",Sgt,Homeland Security Task Force,2015-10-01,2017-11-27
F068,"Schmidt, Charles Jr",Sgt,SW1,2015-02-20,2015-05-20
F068,"Schmidt, Charles Jr",Sgt,Wire,NA,NA
F107,"Rach, Carl",Sgt,(Gangs to SAO),2015-08-05,2015-09-15
F107,"Rach, Carl",Sgt,FBI Safe Streets,2015-08-04,2015-08-04
F109,"Everett, Roan",Det,Balto. City Investigators,2015-09-15,2017-03-07
F109,"Everett, Roan",Det,ComStat,2017-03-16,2017-11-27
F109,"Everett, Roan",Off,Watch Center,2015-08-04,2015-08-06
F117,"Frauenhoffer, Jim",Det,RATT Squad 2,2012-01-04,2017-05-15
F120,"Tillery, Tyrone",Det,City Yard,2015-08-04,2016-07-25
F142,"Sgambati, Anthony",Det,U/C Squad (V),2013-08-02,2013-08-02
F154,"Ostrow, Derek",Det,FBI / JTTF,2017-01-06,2017-11-27
F154,"Ostrow, Derek",Det,FBI Safe Streets,2015-08-04,2016-07-22
F154,"Ostrow, Derek",Det,Grp 54,2012-01-04,2012-12-18
F202,"Bland, Freddie",Sgt,RATT Squad 1,2012-01-04,2017-03-07
F208,"Rodgers, Rena",Sgt,CI Funds / Inspections,2012-06-26,2012-10-01
F208,"Rodgers, Rena",Sgt,CI Funds / Payroll,2012-10-02,2012-12-18
F214,"Williams, Earl",Det,Domestic,2015-10-13,2016-05-02
F216,"Dorsey, Alan",P/O,ES6,2013-02-20,2013-06-06
F216,"Dorsey, Alan",P/O,ES6 (H),2012-11-25,2012-12-18
F261,"Ondek, John",Det,Covert Tech Support,2013-08-02,2013-08-02
F261,"Ondek, John",Det,Covert Unit,2016-03-10,2016-07-25
F296,"Azur, David",Det,ATF DISARM,2012-01-04,2017-11-27
F318,"Jones, Kevin",Lt,ED ZONES,2013-08-20,2014-04-08
F318,"Jones, Kevin",Sgt,Gun Trace Task Force-Sq 1,2012-01-04,2012-03-26
F319,"Gary, Michael",Det,Fugitive,2015-08-04,2017-05-15
F319,"Gary, Michael",Det,Fugitive Detailed to Colonel,2015-09-21,2016-01-27
F344,"Roseborough, Kevin",Det,Violent Crime Impact Team,2012-01-04,2012-08-01
F363,"Wilson, Thomas",Det,Detailed Out,2015-09-15,2015-09-15
F363,"Wilson, Thomas",Det,Domestic,2015-08-04,2016-07-17
F363,"Wilson, Thomas",Det,VRO Squad-West,2012-01-04,2012-12-04
F375,"Paradise, John",Lt,Watch Center,2017-01-06,2017-11-27
F383,"Gerace, Robert",Det,US Customs-Money Launder,2012-01-04,2012-12-18
F390,"Hatchett, Dion",Lt,Community Stabilization - East,2016-03-10,2016-08-04
F390,"Hatchett, Dion",Lt,RATT / AUTO CRIMES,2016-08-08,2016-09-26
F408,"Harvey, Tremaine",P/O,Sgt,2013-09-20,2013-09-27
F408,"Harvey, Tremaine",P/O,Squad A,2013-10-01,2013-10-14
F408,"Harvey, Tremaine",P/O,Squad B,2013-07-16,2013-09-10
F408,"Harvey, Tremaine",P/O,Squad C,2013-09-30,2013-09-30
F413,"Benson, Keith",Det,Grp 57 - DEA SIG,2012-01-04,2012-12-18
F426,"Honaker, Mark",Det,Balto. City Investigators,2015-08-04,2015-08-04
F431,"Hall, Michael",Det,Balto. City Investigators,2013-07-16,2017-05-15
F431,"Hall, Michael",Det,RATT Squad 1,2012-01-04,2012-12-18
F434,"Pittman, Arnold",Det,Cyber Crimes,2015-08-05,2015-09-23
F434,"Pittman, Arnold",Det,Cyber Crimes Unit,2017-01-06,2017-11-27
F434,"Pittman, Arnold",Det,Secret Service,2015-08-04,2015-08-04
F442,"Stephens, Warren",Sgt,Squad A,2013-07-16,2013-10-14
F447,"Rivera, Victor",Det,ES5 (I),2012-02-13,2012-02-13
F447,"Rivera, Victor",Det,ES9 (I),2012-01-04,2012-02-09
F447,"Rivera, Victor",Det,NE1,2012-03-28,2012-09-17
F461,"Gialamas,",Sgt,Detailed Out,2012-01-24,2013-10-14
F461,"Gialamas, Marinos",Sgt,ES8 (H),2012-01-04,2012-01-20
F475,"Fyffe, Danny",Det,Major Case Squad 2,2013-10-21,2014-11-06
F475,"Fyffe, Danny",Det,SW1,2015-01-11,2015-01-28
F475,"Fyffe, Danny",Det,WS5 (O),2012-01-04,2012-12-18
F475,"Fyffe, Danny",P/O,City Wide Intel,2013-02-20,2013-07-23
F475,"Fyffe, Danny",P/O,P/O,2013-04-15,2013-06-06
F475,"Fyffe, Danny",P/O,WS5,2013-07-24,2013-10-14
F475,"Fyffe, Danny Jr",Det,ComStat / CA / H&S / CI's,2015-06-23,2017-09-06
F475,"Fyffe, Danny Jr",Det,Intel / War Room,2017-09-13,2017-11-27
F475,"Fyffe, Danny Jr",Det,Sgt,2015-08-04,2015-10-01
F475,"Fyffe, Danny Jr",Det,SW1,2015-02-20,2015-05-20
F475,"Fyffe, Danny Jr",Det,Wire,2015-05-28,2015-06-15
F480,"Jansen, Eric",Det,Gun Trace Task Force-Sq 1,2012-01-04,2012-03-26
F495,"Coleman, Michael",Det,ATF Group 6,2015-08-04,2017-11-27
F495,"Coleman, Michael",Det,Violent Crime Impact Team,2012-01-04,2012-12-18
F509,"Wine, Doug",Det,Intel Ops,2017-01-06,2017-11-27
F509,"Wine, Doug",Det,Operations 1,2015-08-04,2016-01-05
F509,"Wine, Douglas",Det,Detailed Out,2015-08-04,2015-08-06
F512,"Martini, Harvey",Sgt,ComStat,2017-07-12,2017-11-27
F512,"Martini, Harvey",Sgt,Cyber Crimes Unit,2017-06-12,2017-06-12
F512,"Martini, Harvey",Sgt,ES4,2013-02-20,2013-10-14
F512,"Martini, Harvey",Sgt,ES4 (E),2012-01-04,2012-12-18
F512,"Martini, Harvey",Sgt,Gang Unit - Loc 347,2015-08-04,2017-05-15
F516,"Boyd, Chris",Det,ATT,2015-08-04,2017-05-15
F531,"Bailey, Leonardo",Sgt,Squad A,2013-07-16,2013-10-14
F551,"Pitocchelli, Julie",Det,FBI Safe Streets,2015-08-04,2017-06-08
F551,"Pitocchelli, Julie",Det,FBI Safe Streets \ Gangs,2017-06-12,2017-11-27
F558,"Ramberg, Ken",Det,Intel Ops,2017-01-25,2017-02-02
F558,"Ramberg, Kenneth",Det,FBI Safe Streets,2015-10-01,2015-10-13
F558,"Ramberg, Kenneth",Det,Intel Ops,2017-01-06,2017-01-16
F558,"Ramberg, Kenneth",Det,Operations 1,2015-10-28,2016-01-05
F558,"Ramberg, Kenneth",Det,VRO Squad-East,2012-01-04,2012-12-18
F558,"Ramberg, Kenneth Susp Medical",Det,FBI Safe Streets,2015-09-16,2015-09-30
F576,"Snead, Robert",Lt,WATF / E&A,2015-11-25,2016-09-26
F593,"Velte, Robert",Sgt,U/C Squad (V),2012-12-18,2013-08-02
F595,"Danielczyk, Scott",Sgt,ATT,2015-08-04,2017-05-15
F617,"Price, Sterling",Sgt,Shooting,2015-08-04,2017-05-15
F630,"Ferguson, Aaron",Sgt,City Yard,2012-01-04,2012-11-19
F630,"Ferguson, Aaron",Sgt,Detailed Out Pending Transfer 11/29,2012-11-25,2012-11-28
F635,"Jones, Joe",Lt,Cease Fire Coordinator,2016-03-10,2017-03-07
F635,"Jones, Joe",Lt,RATT / AUTO CRIMES,2017-05-08,2017-05-15
F670,"Shores, Donald",Det,Cyber Crimes,2015-08-04,2015-09-23
F676,"Valenzia, Richard",Sgt,Command Investigations,2015-08-19,2015-09-30
F676,"Valenzia, Richard",Sgt,Command Investigations / Payroll,2015-10-01,2016-01-27
F676,"Valenzia, Richard",Sgt,Crime Analysis/Intel/Comm Investigations,2015-08-04,2015-08-06
F676,"Valenzia, Richard",Sgt,General,2016-01-29,2017-05-15
F681,"Hood, Samuel",Lt,Citi Watch,2017-01-06,2017-11-27
F692,"Ginevra, Michael",Det,Detailed Out Pending Transfer 11/29,2012-11-25,2012-11-28
F692,"Ginevra, Michael",Det,NW1 (A),2012-07-09,2012-11-19
F692,"Ginevra, Michael",Det,NW4 (D),2012-01-04,2012-07-02
F700,"Biehler, Brian",Det,Grp 57 - DEA SIG,2012-01-04,2012-07-09
F700,"Biehler, Brian",Det,NE2,2012-07-11,2012-08-16
F710,"Ford, Brian",Det,Grp 54,2015-08-04,2017-11-27
F710,"Ford, Brian",Det,Major Case Squad 1,2013-10-21,2014-02-06
F710,"Ford, Brian",Det,WD 1,2017-02-15,2017-03-02
F710,"Ford, Brian",Det,WS7,2012-01-04,2012-12-18
F710,"Ford, Brian",P/O,WS2,2013-03-08,2013-10-14
F710,"Ford, Brian",P/O,WS7,2013-02-20,2013-03-05
F723,"Mason, Rodney",Det,FBI / JTTF,2017-01-06,2017-11-27
F723,"Mason, Rodney",Det,Joint Terrorist Task Force,2015-08-04,2016-01-05
F727,"Crosby, Bradley",Det,Gun Trafficking,2012-01-04,2012-12-18
F729,"Earp, Phillip",Det,FBI / JTTF,2017-01-06,2017-11-27
F729,"Earp, Phillip",Det,Joint Terrorist Task Force,2015-08-04,2016-01-05
F733,"Disney, Shirley",Det,ATT,2015-08-04,2017-05-15
F750,"Matzerath, John",Det,Asset Forfeiture Unit,2012-01-04,2012-10-08
F750,"Matzerath, John",Det,IRS/SAR Task Force *,2015-08-04,2017-11-27
F750,"Matzerath, John",Det,SARS Task Force,2012-10-15,2012-12-18
F756,"Connolly, Kendall",Det,Joint Terrorist Task Force,2015-08-04,2015-10-13
F765,"Dunton, Kevin",Det,Detailed Out,2016-04-19,2017-03-07
F765,"Dunton, Kevin",Det,Vice C - Prostitution,2013-08-02,2013-08-02
F778,"Fox, Vincent",Det,Detailed Out,2014-01-07,2014-02-26
F778,"Fox, Vincent",Det,WS1,2012-01-04,2013-12-17
F778,"Fox, Vincent",P/O,WS1,2013-02-20,2013-10-14
F779,"Hagee, Charles",Det,Admin/ComStat/CA/Intel,2013-07-16,2013-10-14
F779,"Hagee, Charles",Det,Administrative Support,2012-07-02,2012-12-18
F779,"Hagee, Charles",Det,Detailed Out,NA,NA
F779,"Hagee, Charles",Det,Sgt,2012-01-04,2012-06-26
F787,"Mahan, Steve",Det,NE1,2012-05-10,2012-12-18
F787,"Mahan, Steve",P/O,NE1,2013-02-20,2013-06-06
F787,"Mahan, Steven",Det,NE1,2012-01-04,2012-03-21
F793,"Hoover, William",Sgt,Felony/Robbery,2015-08-04,2017-05-15
F797,"Smith, Michael",Sgt,Domestic,2016-08-08,2017-05-15
F797,"Smith, Michael",Sgt,ES Response Team,2016-03-10,2016-08-04
F797,"Smith, Michael",Sgt,Major Case Squad 1,2013-10-21,2014-11-06
F797,"Smith, Michael",Sgt,NW3,2015-01-11,2015-05-20
F797,"Smith, Michael",Sgt,SES 4,2015-05-28,2015-11-11
F797,"Smith, Michael",Sgt,SEU 4,2015-11-12,2016-03-09
F797,"Smith, Michael",Sgt,WS2,2013-03-08,2013-10-14
F797,"Smith, Michael",Sgt,WS7,2012-01-04,2013-03-05
F814,"Vigue, George",Det,Grp 56 - Interdiction,2012-03-06,2017-11-27
F817,"Bradley, William",Det,Vice C - Prostitution,2013-08-02,2013-08-02
F820,"Greenhill,",Det,Vice A - Club Enforcement,2013-08-02,2013-08-02
F821,"Grueninger, Greg",Sgt,Citi Watch,2015-08-04,2015-08-06
F822,"Molinaro, Gene",Det,Asset Forfeiture Unit,2012-08-29,2017-11-27
F822,"Molinaro, Gene",Det,WS4 (N),2012-01-04,2012-08-16
F834,"Thomas, Eric",Det,Felony/Robbery,2015-08-04,2017-05-15
F838,"Stauder, Jeffrey",Det,Command Investigations,2013-10-21,2014-05-22
F838,"Stauder, Jeffrey",Det,Detailed Out,2014-01-24,2014-05-12
F838,"Stauder, Jeffrey",P/O,Command Investigations,2013-07-16,2013-10-14
F840,"Blackwell, Troy",Sgt,ES Comm Stabilization Team 1,2016-03-10,2016-08-09
F840,"Blackwell, Troy",Sgt,Fugitive,2016-11-28,2017-05-15
F840,"Blackwell, Troy",Sgt,Violence Reduction Team 1,2016-08-19,2016-11-09
F840,"Blackwell, Troy",Sgt,WS1,2014-06-17,2014-11-06
F886,"Manning, Richard",Det,Juvenile,2015-08-04,2017-05-15
F892,"Johnson, Eric",Det,Fugitive,2015-09-16,2017-05-15
F892,"Johnson, Eric",Det,Fugitive Detailed to Colonel,2015-09-21,2016-01-27
F892,"Williams, Earl",Det,Domestic,2015-09-15,2015-10-09
F902,"Lopez, Angel",Det,US Customs-Money Launder,2012-01-04,2015-10-13
F907,"Boyd, Greg",Det,ES1 (J),2012-01-04,2012-09-17
