id,name,rank,group,first_date,last_date
I671,"Blanchard, Jason",Det,Cease Fire 3,2015-01-11,2016-12-10
I671,"Blanchard, Jason",Det,ED 1,2017-01-06,2017-03-02
I671,"Blanchard, Jason",Det,ES4,2013-10-21,2014-11-06
I671,"Blanchard, Jason",P/O,Squad C,2013-07-16,2013-10-14
I675,"McCauley, David",Det,ES1,2014-01-30,2014-09-23
I675,"McCauley, David",Det,ES2,2013-10-21,2014-01-24
I675,"McCauley, David",Det,SES 2,2015-05-28,2015-11-11
I675,"McCauley, David",Det,SEU 2,2015-11-12,2016-02-09
I675,"McCauley, David",Det,SW2,2015-01-11,2015-05-20
I675,"McCauley, David",Det,WS3,2014-10-07,2014-11-06
I675,"McCauley, David",P/O,Squad A,2013-07-16,2013-10-14
I678,"Romeo, Timothy",Det,Cease Fire 4,2015-01-11,2016-12-10
I678,"Romeo, Timothy",Det,ED 2,2017-01-06,2017-03-02
I678,"Romeo, Timothy",Det,ES3,2013-10-21,2014-11-06
I678,"Romeo, Timothy",P/O,Squad A,2013-07-16,2013-10-14
I679,"Rosenblatt, Josh",P/O,Light Duty,2013-08-02,2013-08-02
I679,"Rosenblatt, Joshua",Det,ES3 (L),2012-01-04,2012-12-18
I679,"Rosenblatt, Joshua",P/O,ES3,2013-02-20,2013-10-14
I681,"Romey, Stephen",Det,Det,2014-05-30,2014-05-30
I681,"Romey, Stephen",Det,VRO Squad,2013-10-21,2014-05-27
I681,"Romey, Stephen",P/O,ES3,2013-02-20,2013-10-14
I681,"Romey, Stephen",P/O,ES3 (L),2012-11-25,2012-12-18
I695,"Hendrix, Evodio",Det,Gun Trace Task Force,2016-06-17,2016-08-09
I695,"Hendrix, Evodio",Det,Gun Trace Task Force 1,2016-08-19,2016-12-10
I695,"Hendrix, Evodio",Det,Major Case Squad 3,2014-10-15,2014-11-06
I695,"Hendrix, Evodio",Det,NW2,2015-01-11,2015-05-20
I695,"Hendrix, Evodio",Det,SES 2,2015-09-15,2015-11-11
I695,"Hendrix, Evodio",Det,SEU 2,2015-11-12,2016-03-09
I695,"Hendrix, Evodio",Det,Target,2015-08-04,2015-09-21
I695,"Hendrix, Evodio",Det,VRO Squad,2014-10-07,2014-10-07
I695,"Hendrix, Evodio",Det,WD 1,2017-01-06,2017-03-01
I695,"Hendrix, Evodio",Det,WS Response Team,NA,NA
I695,"Hendrix, Evodio",Det,WS2,2013-10-21,2014-09-23
I695,"Hendrix, Evodio",P/O,NW4,2013-02-20,2013-10-14
I698,"Johnson,",P/O,Detailed Out,2013-02-20,2013-05-06
I698,"Johnson, Timothy",Det,NE3,2012-01-04,2012-12-18
I709,"Fidler, Joshua",Det,ES1 (J),2012-01-24,2012-12-18
I709,"Fidler, Joshua",P/O,ES1,2013-02-20,2013-08-27
I709,"Fidler, Joshua",P/O,ES4,2013-09-05,2013-10-14
I711,"Clewell, John",Det,Detailed Out,2017-09-13,2017-11-27
I711,"Clewell, John",Det,Grp 57 - DEA SIG,2016-08-19,2017-03-01
I711,"Clewell, John",Det,Gun Trace Task Force,2015-08-04,2016-08-09
I717,"Pulliam, Robert",Det,Detailed Out,2016-11-28,2017-02-08
I717,"Pulliam, Robert",Det,ES Enforcement Team,2016-08-08,2016-08-09
I717,"Pulliam, Robert",Det,ES Response Team,2016-03-10,2016-08-04
I717,"Pulliam, Robert",Det,Gun Trace Task Force 2,2016-08-19,2016-11-09
I717,"Pulliam, Robert",Det,Major Case Squad 1,2014-10-07,2014-11-06
I717,"Pulliam, Robert",Det,NW3,2015-01-11,2015-05-20
I717,"Pulliam, Robert",Det,SES 4,2015-05-28,2015-11-11
I717,"Pulliam, Robert",Det,SEU 4,2015-11-12,2016-03-09
I717,"Pulliam, Robert",Det,WS1,2014-06-12,2014-06-16
I717,"Pulliam, Robert",Det,WS4,2013-10-21,2014-09-23
I717,"Pulliam, Robert",P/O,Squad A,2013-07-16,2013-10-14
I718,"Roberts, Roy",Det,ES Comm Stabilization Team 1,2016-03-10,2016-03-29
I718,"Roberts, Roy",Det,Gang Unit - Loc 347,2016-04-06,2016-11-28
I725,"Taylor, Marcus",Det,Gun Trace Task Force,2016-06-17,2016-08-09
I725,"Taylor, Marcus",Det,Gun Trace Task Force 1,2016-08-19,2016-12-10
I725,"Taylor, Marcus",Det,SES 2,2015-10-01,2015-11-11
I725,"Taylor, Marcus",Det,SES 3,2015-05-28,2015-09-30
I725,"Taylor, Marcus",Det,SEU 2,2015-11-12,2016-03-09
I725,"Taylor, Marcus",Det,SW3,2015-01-11,2015-05-20
I725,"Taylor, Marcus",Det,WD 1,2017-01-06,2017-03-01
I725,"Taylor, Marcus",Det,WS Response Team,NA,NA
I725,"Taylor, Marcus",Det,WS1,2014-06-12,2014-06-16
I725,"Taylor, Marcus",Det,WS4,2013-10-21,2014-11-06
I725,"Taylor, Marcus",P/O,Squad A,2013-07-16,2013-10-14
I726,"Cirillo, Anthony",Det,Cease Fire 1,2014-06-12,2014-06-12
I726,"Toro-Munford,",Det,Cease Fire 1,2015-09-15,2016-04-25
I726,"Toro-Munford,",Det,Cease Fire 2,2015-03-23,2016-02-09
I726,"Toro-Munford,",P/O,Cease Fire 2,2014-06-12,2015-02-23
I726,"Toro-Munford, Tarik",Det,Cease Fire 1,2016-04-29,2016-12-10
I726,"Toro-Munford, Tarik",Det,NW1,2017-01-06,2017-03-02
I740,"Coffin, Brian",Det,Cease Fire 3,2015-01-11,2016-12-10
I740,"Coffin, Brian",Det,Detailed Out,2017-02-03,2017-03-07
I740,"Coffin, Brian",Det,ED 1,2017-01-06,2017-01-06
I740,"Coffin, Brian",Det,ES4,2013-10-21,2014-11-06
I740,"Coffin, Brian",P/O,Squad C,2013-07-16,2013-10-14
I743,"Strohman, Todd",Det,ES1 (J),2012-01-24,2012-09-17
I751,"Jenkins, Amanda",Det,Detailed Out,2015-08-04,2015-08-06
I751,"Jenkins, Amanda",Det,Light Duty,2013-08-02,2013-08-02
I760,"Hemmerly, Grant",Det,Gun Trace Task Force 2,2016-11-09,2016-12-10
I760,"Hemmerly, Grant",Det,SW 1,2017-01-06,2017-03-02
I762,"Rosier, Steven",Det,ES2,2013-10-21,2014-10-20
I762,"Rosier, Steven",P/O,ES2,2013-09-30,2013-10-14
I762,"Rosier, Steven",P/O,Light Duty,2013-08-02,2013-08-02
I762,"Rosier, Steven",P/O,NW2,2013-08-06,2013-09-27
I786,"Yourkovik, Kurt",P/O,NW3,2013-02-20,2013-06-06
I786,"Yourkovik, Kurt",P/O,Sgt,2013-06-04,2013-06-04
I786,"Yourkovik, Kurt",P/O,Suspended,2013-08-02,2013-08-02
I792,"Rosier, Steven",P/O,NW1,2013-02-20,2013-04-10
I797,"Thomas, Chris",Det,Detailed Out,2016-11-28,2017-03-07
I797,"Thomas, Chris",Det,Gun Trace Task Force 3,2016-08-19,2016-11-09
I797,"Thomas, Chris",Det,SES 3,2015-05-28,2015-11-11
I797,"Thomas, Chris",Det,SEU 3,2015-11-12,2016-03-09
I797,"Thomas, Chris",Det,SW3,2015-01-11,2015-05-20
I797,"Thomas, Chris",Det,WS Enforcement Team,2016-03-10,2016-08-09
I797,"Thomas, Chris",Det,WS1,2014-06-12,2014-06-16
I797,"Thomas, Chris",Det,WS4,2013-10-21,2014-11-06
I797,"Thomas, Chris",P/O,Squad A,2013-07-16,2013-10-14
I847,"Frieman, Ben",Det,WS2,2013-10-21,2014-01-24
I847,"Frieman, Benjamin",Det,Intel,2015-03-25,2015-04-20
I847,"Frieman, Benjamin",Det,Intel / War Room,2016-08-31,2017-04-18
I847,"Frieman, Benjamin",Det,Major Case Squad 3,2014-10-15,2014-11-06
I847,"Frieman, Benjamin",Det,NW2,2015-01-11,2015-03-23
I847,"Frieman, Benjamin",Det,VRO Squad,2014-10-07,2014-10-07
I847,"Frieman, Benjamin",Det,WS2,2014-01-30,2014-09-23
I870,"Riveria-Martinez, Car",P/O,NW2,2013-02-20,2013-10-14
I870,"Riveria-Martinez, Car",P/O,NW4,2013-03-05,2013-09-27
I880,"Hobe, Allyson",Det,Violence Reduction Team 2,2016-08-19,2016-12-10
I880,"Hobe, Allyson",Det,WD 2,2017-01-06,2017-03-02
I880,"Hobe, Allyson",Det,WS Comm Stabilization Team 1,2016-03-10,2016-08-09
I920,"Milles, Jeffrey",Det,Intel / War Room,2016-02-18,2017-11-27
I925,"Young, Thomas",Det,Detailed Out,2016-11-28,2017-03-07
I925,"Young, Thomas",Det,Gun Trace Task Force 3,2016-08-19,2016-11-09
I925,"Young, Thomas",Det,SES 3,2015-05-28,2015-11-10
I925,"Young, Thomas",Det,SW3,2015-01-11,2015-05-20
I925,"Young, Thomas",Det,WS Enforcement Team,2016-06-24,2016-08-09
I925,"Young, Thomas",Det,WS1,2014-06-12,2014-06-16
I925,"Young, Thomas",Det,WS4,2013-10-21,2014-11-06
I925,"Young, Thomas",P/O,Squad A,2013-07-16,2013-10-14
I938,"Choi, Shawn",P/O,Light Duty,2013-08-02,2013-08-02
I938,"Choi, Shawn",P/O,Squad A,2013-09-27,2013-10-14
I942,"Ojeda, Ricardo",Det,Cease Fire 3,2016-02-18,2016-12-10
I942,"Ojeda, Ricardo",Det,ED 1,2017-01-06,2017-03-02
I947,"Paltoo, Anim",Det,Cyber Crimes Unit,2017-01-06,2017-11-27
I967,"Estes,",P/O,ES2 (K),2013-02-20,2013-03-05
I967,"Estes, Donald",P/O,ES2,2013-03-08,2013-07-16
I967,"Estes, Donald",P/O,ES2 (K),2013-02-25,2013-02-25
I967,"Estes, Donald",P/O,Suspended,2013-08-02,2013-08-02
I995,"Kincaid, David",Det,ES Comm Stabilization Team 1,2016-03-10,2016-08-09
I995,"Kincaid, David",Det,Gun Trace Task Force 3,2016-11-09,2016-11-28
I995,"Kincaid, David",Det,SW 2,2017-01-06,2017-03-02
I995,"Kincaid, David",Det,Violence Reduction Team 1,2016-08-19,2016-10-24
I995,"Kincaid, David",Det,Violence Reduction Team 2,2016-12-10,2016-12-10
J020,"Tallmadge, Mark",Det,Violence Reduction Team 2,2016-08-19,2016-12-10
J020,"Tallmadge, Mark",Det,WD 2,2017-01-06,2017-03-02
J020,"Tallmadge, Mark",Det,WS Comm Stabilization Team 1,2016-03-10,2016-08-09
J024,"Smith, Phillip",Det,FBI Safe Streets \ Gangs,2017-06-12,2017-11-27
J024,"Smith, Phillip",Det,Gang Unit - Loc 347,2015-08-04,2017-05-15
J024,"Smith, Phillip",Det,Grp 57 - DEA SIG,2015-10-28,2016-02-04
J033,"Badgujar, Anand",Det,ES2,2013-10-21,2014-11-06
J033,"Badgujar, Anand",P/O,ES1,2013-07-16,2013-08-27
J033,"Badgujar, Anand",P/O,ES2,2013-09-05,2013-10-14
J036,"Iacovo,",P/O,ES2 (K),2013-02-20,2013-03-05
J036,"Iacovo, Peter",Det,Cease Fire 4,2015-01-11,2016-12-10
J036,"Iacovo, Peter",Det,ED 2,2017-01-06,2017-01-06
J036,"Iacovo, Peter",Det,ES3,2013-10-21,2014-11-06
J036,"Iacovo, Peter",P/O,ES2,2013-03-08,2013-08-21
J036,"Iacovo, Peter",P/O,ES2 (K),2013-02-25,2013-02-25
J036,"Iacovo, Peter",P/O,ES3,2013-09-05,2013-10-14
J039,"Bernardez-Ruiz, Jorge",Det,Detailed Out,2017-03-07,2017-03-07
J039,"Bernardez-Ruiz, Jorge",Det,Gun Trace Task Force 3,2016-08-19,2016-11-09
J039,"Bernardez-Ruiz, Jorge",Det,GVED ASA Unit,2017-01-06,2017-03-02
J039,"Bernardez-Ruiz, Jorge",Det,SAO Gun Unit,2016-11-28,2016-12-10
J039,"Bernardez-Ruiz, Jorge",Det,WS Enforcement Team,2016-03-10,2016-08-09
J040,"Davis, Phillip",P/O,Squad B,2013-07-16,2013-10-14
J054,"Vinias, Steven",Det,Violence Reduction Team 2,2016-08-19,2016-12-10
J054,"Vinias, Steven",Det,WS Comm Stabilization Team 1,2016-03-10,2016-08-09
J058,"Severino, Andres",Det,ES Comm Stabilization Team 1,2016-03-10,2016-05-31
J058,"Severino, Andres",Det,ES Enforcement Team,2016-06-13,2016-08-09
J058,"Severino, Andres",Det,Gun Trace Task Force 2,2016-08-19,2016-12-10
J058,"Severino, Andres",Det,SW 1,2017-01-06,2017-03-02
J062,"Leventhall, Jason",Det,Cease Fire 2,2015-03-23,2016-12-10
J062,"Leventhall, Jason",Det,NW 2,2017-01-06,2017-03-02
J062,"Leventhall, Jason",P/O,Cease Fire 2,2014-06-12,2015-02-23
J066,"Hall, Maggie",P/O,Sgt,2013-09-20,2013-09-27
J066,"Hall, Maggie",P/O,Squad A,2013-10-01,2013-10-14
J066,"Hall, Maggie",P/O,Squad B,2013-07-16,2013-09-10
J066,"Hall, Maggie",P/O,Squad C,2013-09-30,2013-09-30
J072,"Salmon, Brian",Det,Cease Fire 2,2015-03-23,2016-12-10
J072,"Salmon, Brian",Det,NW 2,2017-01-06,2017-03-02
J072,"Salmon, Brian",P/O,Cease Fire 2,2014-06-12,2015-02-23
J078,"Crespo, Jomari",P/O,Cease Fire 2,2014-06-12,2014-06-16
J102,"Kostopolis, James",Det,Gun Trace Task Force 1,2016-10-24,2016-12-10
J102,"Kostopolis, James",Det,WD 1,2017-01-06,2017-02-02
J102,"Kostopolis, James",Det,WD 2,2017-02-03,2017-03-02
J110,"Melnick, Stephanie",Det,U/C Squad (V),2013-08-02,2013-08-02
J110,"Milles, Stephanie",Det,Asset Forfeiture Unit,2017-10-20,2017-11-27
J110,"Milles, Stephanie",Det,GVED ASA Unit,2017-01-06,2017-10-11
J110,"Milles, Stephanie",Det,SAO Gun Unit,2016-11-28,2016-12-10
J112,"Lynch, Wayne",Det,SW 2,2017-01-06,2017-03-02
J112,"Lynch, Wayne",Det,Violence Reduction Team 2,2016-08-19,2016-12-10
J112,"Lynch, Wayne",Det,WS Comm Stabilization Team 1,2016-03-10,2016-08-09
J126,"Waskiewicz, Daniel",Det,SW 2,2017-01-06,2017-03-02
J126,"Waskiewicz, Daniel",Det,Violence Reduction Team 2,2016-08-19,2016-12-10
J126,"Waskiewicz, Daniel",Det,WS Comm Stabilization Team 1,2016-03-10,2016-08-09
J146,"Charles, Rachel",Det,Cease Fire 2,NA,NA
J146,"Charles, Rachel",P/O,Cease Fire 2,2014-06-12,2015-02-23
J149,"Rogers, Norman",Det,Cease Fire 3,2016-03-10,2016-12-10
J149,"Rogers, Norman",Det,ED 1,2017-01-06,2017-03-02
J162,"Henry, Jeffrey",Det,ES Comm Stabilization Team 1,2016-03-10,2016-08-09
J162,"Henry, Jeffrey",Det,SW 2,2017-01-06,2017-03-02
J162,"Henry, Jeffrey",Det,Violence Reduction Team 1,2016-08-19,2016-10-24
J162,"Henry, Jeffrey",Det,Violence Reduction Team 2,2016-11-09,2016-12-10
J291,"Fassl, Kevin",Det,Cease Fire 3,2015-12-08,2015-12-08
J291,"Fassl, Kevin",Det,Cease Fire 4,2015-12-14,2016-12-10
J291,"Fassl, Kevin",Det,ED 2,2017-01-06,2017-03-02
J311,"Porter, William",Det,HIDTA Watch Center,2017-09-13,2017-11-27
J311,"Porter, William",Det,Watch Center,2017-01-06,2017-09-06
J319,"Padgett, James",Det,Cease Fire 2,2015-03-23,2015-04-24
J319,"Padgett, James",Det,Detailed In,2017-03-16,2017-05-15
J319,"Padgett, James",Det,Detailed Out,NA,NA
J319,"Padgett, James",P/O,Cease Fire 2,2014-06-12,2015-02-23
J334,"Rodriguez, Albert",Det,Cease Fire 1,2015-09-15,2015-09-15
J334,"Rodriguez, Albert",Det,Cease Fire 2,2015-03-23,2016-12-10
J334,"Rodriguez, Albert",Det,NW 2,2017-01-06,2017-03-02
J334,"Rodriguez, Albert",P/O,Cease Fire 2,2014-06-12,2015-02-23
J698,"Jones, Supreme",Off,Detailed In,2017-03-21,2017-05-01
S448,"McElroy, Denise",OAII,Professional Support Staff,2017-03-16,2017-03-27
S448,"McElroy, Denise",OAIII,Administrative Support,2012-07-02,2012-10-01
S448,"McElroy, Denise",OAIII,CI Funds / Payroll,2012-10-02,2012-12-18
S448,"McElroy, Denise",OAIII,Professional Support Staff,2013-07-16,2017-11-27
S448,"McElroy, Denise",OAIII,Sgt,2012-01-04,2012-06-26
S506,"Lassiter, Annette",OAIII,Administrative Support,2012-07-02,2012-10-01
S506,"Lassiter, Annette",OAIII,CI Funds / Payroll,2012-10-02,2012-12-18
S506,"Lassiter, Annette",OAIII,Professional Support Staff,2013-07-16,2017-11-27
S506,"Lassiter, Annette",OAIII,Sgt,2012-01-04,2012-06-26
S896,"Benett, Freda",DEOIII,Major's Admin,2017-01-06,2017-03-07
S896,"Benett, Freda",DEOIII,Professional Support Staff,2017-03-16,2017-11-27
S896,"Bennett, Freda",DE,Professional Support Staff,2015-08-04,2015-08-06
S972,"Roland, Sharon",OAII,Professional Support Staff,2015-08-19,2017-09-19
T,"Yeager, Christopher",RAII,Crime Analysis,2017-02-15,2017-03-07
T179,"Boots, Beth",C/AI,Administrative Support,2012-07-02,2012-08-02
T179,"Boots, Beth",C/AI,Sgt,2012-06-26,2012-06-26
T179,"Boots, Beth",C/AI,VRO Squad-East,2012-01-04,2012-02-23
T324,"Rabinowitz, Isaac",RAII,Civilian Admin Support,2015-08-04,2016-01-05
T598,"Bartone, Jocelyn",RAII,ComStat,2017-01-06,2017-06-12
T598,"Bartone, Jocelyn",RAII,Crime Analysis,2017-07-12,2017-11-27
T598,"Bartone, Joceyln",RAII,Analysts,2015-08-04,2015-08-06
T599,"Gaylord, Sarah",RAS,Analysts,2015-08-04,2015-08-06
T655,"Orenstein, Joe",RAII,Open Source,2015-08-04,2015-08-06
T655,"Orenstein, Joseph",RAIISupervisor,Crime Analysis,2017-01-06,2017-03-07
T655,"Orenstein, Joseph",RAS,Crime Analysis,2017-03-16,2017-06-12
T667,"Djan, Michael",RAII,Crime Analysis,2017-01-06,2017-02-10
T672,"Letren, Lisa",RAII,Crime Analysis,2017-03-16,2017-07-26
T672,"Letren, Lisa",RAII,Watch Center,2015-08-04,2017-03-07
T682,"Cheatam, Tony",RAII,Open Source,2015-08-04,2015-08-06
T687,"Djan, Michael",RAII,Analysts,2015-08-04,2015-08-06
T688,"Ji, Kai",RAII,Crime Analysis,2017-01-06,2017-11-27
T688,"Ji, Kai",RAII,Open Source,2015-08-04,2015-08-06
T691,"Margolis, Sam",RAII,ComStat,2015-08-04,2015-08-06
T691,"Margolis, Sam",RAII,Crime Analysis,2017-01-06,2017-11-27
T692,"Mont, Terr",RAII,ComStat,2017-01-06,2017-03-07
T692,"Mont, Terri",RAII,Analysts,2015-08-04,2015-08-06
T692,"Mont, Terri",RAII,ComStat,2017-03-16,2017-11-27
T694,"Collins, Marcos",RAII,Analysts,2015-08-04,2015-08-06
T694,"Collins, Marcos",RAII,Crime Analysis,2017-01-06,2017-11-27
T695,"Atkins, Tyler",RAII,Open Source,2015-08-04,2017-03-07
T697,"Radchecko, Yekaterina",RAII,Crime Analysis,2017-01-06,2017-02-10
T697,"Radchenko, Yekaterina",RAII,ComStat,2015-08-04,2015-08-06
T702,"Tupper, Becky",RAII,Analysts,2015-08-04,2015-08-06
T702,"Tupper, Becky",RAII,Crime Analysis,2017-01-06,2017-11-27
T702,"Tupper, Becky",RAII,Watch Center,2015-08-04,2015-08-06
T714,"Sabatino, Angela",RAII,Open Source,2017-01-06,2017-11-27
T771,"Bruno, Angela",RAII,Crime Analysis,2017-02-15,2017-11-27
T772,"Yeager, Christopher",RAII,ComStat,2017-07-12,2017-11-27
T772,"Yeager, Christopher",RAII,Open Source,2017-03-16,2017-06-12
Y726,"Vinson, Rayven",DEO,Professional Support Staff,2015-08-20,2015-12-07
